PassengerId,Survived,Pclass,Age,Fare,Fare_log,Sex_male,FamilySize,IsAlone
135,0,2,-0.33319364446353866,-0.42723712385689344,2.639057329615259,True,0,1
136,0,2,-0.48668931717505204,-0.3775252849626783,2.775447133088262,True,0,1
137,1,1,-0.7936806625980788,-0.1044600832940189,3.3062747934011893,False,2,0
138,0,1,0.5877803918055416,0.5471712932210367,3.9908341858524357,True,1,0
139,0,3,-1.0239241716653489,-0.5191692775808568,2.3240236363515288,True,0,1
140,0,1,-0.4099414808192953,1.1813872454837295,4.384523514872469,True,0,1
141,0,3,-0.10295013539626859,-0.3726653926081749,2.7878344138303452,False,2,0
142,1,3,-0.5634371535308087,-0.5548092981626075,2.169053700369523,False,0,1
143,1,3,-0.4099414808192953,-0.3579836578052201,2.8243506567983707,False,1,0
144,0,3,-0.7936806625980788,-0.5791087599351245,2.0476928433652555,True,0,1
145,0,2,-0.8704284989538355,-0.4636863165156689,2.5257286443082556,True,0,1
146,0,2,-0.7936806625980788,0.14987509324038437,3.6309854756950335,True,2,0
147,1,3,-0.17969797175202526,-0.5536963828134263,2.174274334826008,True,0,1
148,0,3,-1.5611590261556456,0.09216387153065658,3.5660053559634015,False,4,0
149,0,2,0.5494064736276633,-0.11134412081417297,3.295836866004329,True,2,0
150,0,2,0.9715195735843251,-0.42723712385689344,2.639057329615259,True,0,1
151,0,2,1.6622501007861352,-0.43877936819883906,2.6045398247325453,True,0,1
152,1,1,-0.5634371535308087,0.8752140271500155,4.213607983048918,False,1,0
153,0,3,2.0076153643870405,-0.5475194596308524,2.2027647577118348,True,0,1
154,0,3,0.85639781905069,-0.390787931198118,2.740840023925201,True,2,0
155,0,3,-0.10295013539626859,-0.5654403126880837,2.1177604059819726,True,0,1
156,0,1,1.6622501007861352,0.7483513971280591,4.133231886474144,True,1,0
157,1,3,-1.0239241716653489,-0.5552150991742085,2.167143305297764,False,0,1
158,0,3,0.0505455373152448,-0.5475194596308524,2.2027647577118348,True,0,1
159,0,3,-0.10295013539626859,-0.5326360392951858,2.2682524139135403,True,0,1
160,0,3,-0.10295013539626859,0.9468974393789407,4.256321678298823,True,10,0
161,0,3,1.1250152462958385,-0.3519087923620908,2.8390784635086144,True,1,0
162,1,2,0.8180239008728116,-0.3604136039824718,2.8183982582710754,False,0,1
163,0,3,-0.25644580810778195,-0.5542018116182946,2.1719067693519296,True,0,1
164,0,3,-0.9471763353095921,-0.5326360392951858,2.2682524139135403,True,0,1
165,0,3,-2.1751417170016993,0.22125476219715295,3.705920919968788,True,5,0
166,1,3,-1.5611590261556456,-0.24438367401870337,3.0692150503137943,True,2,0
167,1,1,-0.10295013539626859,0.5933402705888189,4.02535169073515,False,1,0
168,0,3,1.201763082651595,-0.06517514344639078,3.3638415951183864,False,5,0
169,0,1,-0.10295013539626859,-0.11316658044711173,3.2930552230424524,True,0,1
170,0,3,-0.10295013539626859,0.6296874055081498,4.051711901657239,True,0,1
171,0,1,2.429728464343702,0.07090184247970424,3.5409593240373143,True,0,1
172,0,3,-1.944898207934429,-0.035408302775057465,3.405355391810819,True,5,0
173,1,3,-2.1751417170016993,-0.4725969291476509,2.4959537387180646,False,2,0
174,0,3,-0.6401849898865654,-0.550556892352417,2.188856327665703,True,0,1
175,0,1,2.0459892825649186,0.0027612917772121427,3.4561841799918147,True,0,1
176,0,3,-0.8704284989538355,-0.5522772942459113,2.180891922715322,True,2,0
177,0,3,-0.10295013539626859,-0.12430302377745628,3.275887339030031,True,4,0
178,0,1,1.5855022644303787,-0.045431830756220745,3.391567832686312,False,0,1
179,0,2,0.0505455373152448,-0.42723712385689344,2.639057329615259,True,0,1
180,0,3,0.5110325554497849,-0.743130126899614,0.0,True,0,1
181,0,3,-0.10295013539626859,0.9468974393789407,4.256321678298823,False,10,0
182,0,2,-0.10295013539626859,-0.3774232272232337,2.775708849576025,True,0,1
183,0,3,-1.5611590261556456,0.019569229485262147,3.4777725458882283,True,6,0
184,1,2,-2.1751417170016993,0.20454888222854753,3.6888794541139363,True,3,0
185,1,3,-1.944898207934429,-0.20793448135992793,3.1365805821413706,False,2,0
186,0,1,-0.10295013539626859,0.47184296172623413,3.9318256327243257,True,0,1
187,1,3,-0.10295013539626859,-0.36648846942560104,2.803360380906535,False,1,0
188,1,1,1.201763082651595,-0.09797941683928862,3.3160025355989236,True,0,1
189,0,3,0.8180239008728116,-0.36648846942560104,2.803360380906535,True,2,0
190,0,3,0.5110325554497849,-0.5512664366361745,2.1855792552411137,True,0,1
191,1,2,0.20404121002675818,-0.42723712385689344,2.639057329615259,False,0,1
192,0,2,-0.7936806625980788,-0.42723712385689344,2.639057329615259,True,0,1
193,1,3,-0.7936806625980788,-0.5522772942459113,2.180891922715322,False,1,0
194,1,2,-2.021646044290186,-0.11134412081417297,3.295836866004329,True,2,0
195,1,1,1.1250152462958385,-0.06952960699602577,3.357621598945279,False,0,1
196,1,1,2.199484955276432,2.8172464515789897,4.993969182787072,False,0,1
197,0,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,True,0,1
198,0,3,0.9715195735843251,-0.5389125902710269,2.241156397997397,True,1,0
199,1,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,False,0,1
200,0,2,-0.4099414808192953,-0.42723712385689344,2.639057329615259,False,0,1
201,0,3,-0.10295013539626859,-0.5122852400607029,2.3513752571634776,True,0,1
202,0,3,-0.10295013539626859,0.9468974393789407,4.256321678298823,True,10,0
203,0,3,0.35753688273827156,-0.5852856831176984,2.0143428636837015,True,0,1
204,0,3,1.2401370008294734,-0.5675665155931788,2.1071782966514356,True,0,1
205,1,3,-0.8704284989538355,-0.5475194596308524,2.2027647577118348,True,0,1
206,0,3,-2.0983938806459426,-0.4888970081046553,2.4390808375825834,False,1,0
207,0,3,0.20404121002675818,-0.3579836578052201,2.8243506567983707,True,1,0
208,1,3,-0.25644580810778195,-0.2866039888484515,2.9850504252071306,True,0,1
209,1,3,-1.0239241716653489,-0.5548092981626075,2.169053700369523,False,0,1
210,1,1,0.8180239008728116,0.010153188048411841,3.4657359027997265,True,0,1
211,0,3,-0.4099414808192953,-0.5718189214033693,2.085672091430472,True,0,1
212,1,2,0.4342847190940282,-0.23284142967675778,3.091042453358316,False,0,1
213,0,3,-0.5634371535308087,-0.566959029048866,2.1102132003465894,True,0,1
214,0,2,0.0505455373152448,-0.42723712385689344,2.639057329615259,True,0,1
215,0,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,True,1,0
216,1,1,0.1272933736710015,2.009391405382245,4.738607824217808,False,1,0
217,1,3,-0.17969797175202526,-0.550556892352417,2.188856327665703,False,0,1
218,0,2,0.9715195735843251,-0.08704465904165601,3.332204510175204,True,1,0
219,1,1,0.20404121002675818,1.1107171208107185,4.347586575960343,False,0,1
220,0,2,0.0505455373152448,-0.48798577828818585,2.4423470353692043,True,0,1
221,1,3,-1.0239241716653489,-0.5475194596308524,2.2027647577118348,True,0,1
222,0,2,-0.17969797175202526,-0.42723712385689344,2.639057329615259,True,0,1
223,0,3,1.6622501007861352,-0.5475194596308524,2.2027647577118348,True,0,1
224,0,3,-0.10295013539626859,-0.5512664366361745,2.1855792552411137,True,0,1
225,1,1,0.6645282281612983,1.4438214326269125,4.51085950651685,True,1,0
226,0,3,-0.5634371535308087,-0.5159301593265804,2.336986519711378,True,0,1
227,1,2,-0.7936806625980788,-0.48798577828818585,2.4423470353692043,True,0,1
228,0,3,-0.6785589080644437,-0.566959029048866,2.1102132003465894,True,0,1
229,0,2,-0.8704284989538355,-0.42723712385689344,2.639057329615259,True,0,1
230,0,3,-0.10295013539626859,-0.12430302377745628,3.275887339030031,False,4,0
231,1,1,0.4342847190940282,1.2852674445612393,4.436455632600354,False,1,0
232,0,3,-0.02620229904051189,-0.5542018116182946,2.1719067693519296,True,0,1
233,0,2,2.276232791632189,-0.41508739297063496,2.6741486494265287,True,0,1
234,1,3,-1.8681503715786725,0.019569229485262147,3.4777725458882283,False,6,0
235,0,2,-0.4099414808192953,-0.48798577828818585,2.4423470353692043,True,0,1
236,0,3,-0.10295013539626859,-0.5596691905171108,2.145931282948669,False,0,1
237,0,2,1.1250152462958385,-0.11134412081417297,3.295836866004329,True,1,0
238,1,2,-1.6379068625114024,-0.10526925537104373,3.305053521109253,False,2,0
239,0,2,-0.7936806625980788,-0.48798577828818585,2.4423470353692043,True,0,1
240,0,2,0.28078904638251484,-0.4448542336419683,2.5858825671280026,True,0,1
241,0,3,-0.10295013539626859,-0.3919008465472993,2.737880811060884,False,1,0
242,1,3,-0.10295013539626859,-0.36648846942560104,2.803360380906535,False,1,0
243,0,2,-0.02620229904051189,-0.48798577828818585,2.4423470353692043,True,0,1
244,0,3,-0.5634371535308087,-0.5699964617704306,2.094945728215801,True,0,1
245,0,3,0.0505455373152448,-0.5675665155931788,2.1071782966514356,True,0,1
246,0,1,1.1250152462958385,1.4438214326269125,4.51085950651685,True,2,0
247,0,3,-0.33319364446353866,-0.5542018116182946,2.1719067693519296,False,0,1
248,1,2,-0.4099414808192953,-0.390787931198118,2.740840023925201,False,2,0
249,1,1,0.5877803918055416,0.5339086469855969,3.9806942251907276,True,2,0
250,0,2,1.8924936098534053,-0.11134412081417297,3.295836866004329,True,1,0
251,0,3,-0.10295013539626859,-0.566959029048866,2.1102132003465894,True,0,1
252,0,3,-0.02620229904051189,-0.4888970081046553,2.4390808375825834,False,2,0
253,0,1,2.506476300699459,-0.09797941683928862,3.3160025355989236,True,0,1
254,0,3,0.0505455373152448,-0.3519087923620908,2.8390784635086144,True,1,0
255,0,3,0.8947717372285684,-0.25197725582261493,3.0545906305603445,False,2,0
256,1,3,-0.02620229904051189,-0.3726653926081749,2.7878344138303452,False,2,0
257,1,1,-0.10295013539626859,1.1813872454837295,4.384523514872469,False,0,1
258,1,1,0.0505455373152448,1.3587733164231033,4.471638793363569,False,0,1
260,1,2,1.5855022644303787,-0.11134412081417297,3.295836866004329,False,1,0
261,0,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,True,0,1
262,1,3,-2.021646044290186,0.019569229485262147,3.4777725458882283,True,6,0
263,0,1,1.738997937141892,1.1923220032813622,4.390118804571218,True,2,0
264,0,1,0.8180239008728116,-0.743130126899614,0.0,True,0,1
265,0,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,False,0,1
266,0,2,0.5110325554497849,-0.48798577828818585,2.4423470353692043,True,0,1
267,0,3,-1.0239241716653489,0.22125476219715295,3.705920919968788,True,5,0
268,1,3,-0.33319364446353866,-0.5542018116182946,2.1719067693519296,True,1,0
269,1,1,2.199484955276432,2.9859260253652704,5.039951348430309,False,1,0
270,1,1,0.4342847190940282,2.5526860615307108,4.91730069488021,False,0,1
271,0,1,-0.10295013539626859,0.010153188048411841,3.4657359027997265,True,0,1
272,1,3,-0.33319364446353866,-0.743130126899614,0.0,True,0,1
273,1,2,0.8947717372285684,-0.2692906223355332,3.0204248861443626,False,1,0
274,0,1,0.5877803918055416,-0.021436112255860226,3.4242626545931514,True,1,0
275,1,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,False,0,1
276,1,1,2.5832241370552156,1.1512146038007949,4.368919865004903,False,1,0
277,0,3,1.201763082651595,-0.5548092981626075,2.169053700369523,False,0,1
278,0,2,-0.10295013539626859,-0.743130126899614,0.0,True,0,1
279,0,3,-1.714654698867159,-0.035408302775057465,3.405355391810819,True,5,0
280,1,3,0.4342847190940282,-0.25106602600614547,3.056356895370426,False,2,0
281,0,3,2.7367198097667287,-0.5548092981626075,2.169053700369523,True,0,1
282,0,3,-0.10295013539626859,-0.5522772942459113,2.180891922715322,True,0,1
283,0,3,-1.0239241716653489,-0.5122852400607029,2.3513752571634776,True,0,1
284,1,3,-0.7936806625980788,-0.5475194596308524,2.2027647577118348,True,0,1
285,0,1,-0.10295013539626859,-0.11134412081417297,3.295836866004329,True,0,1
286,0,3,0.28078904638251484,-0.5326360392951858,2.2682524139135403,True,0,1
287,1,3,0.0505455373152448,-0.5122852400607029,2.3513752571634776,True,0,1
288,0,3,-0.5634371535308087,-0.5512664366361745,2.1855792552411137,True,0,1
289,1,2,0.9715195735843251,-0.42723712385689344,2.639057329615259,True,0,1
290,1,3,-0.5634371535308087,-0.5548092981626075,2.169053700369523,False,0,1
291,1,1,-0.25644580810778195,1.1728824338633483,4.380149874661021,False,0,1
292,1,1,-0.7936806625980788,1.470045411771813,4.5226490762785785,False,1,0
293,0,2,0.5110325554497849,-0.4302745565784581,2.630088659632498,True,0,1
294,0,3,-0.4099414808192953,-0.5280798902128389,2.2874714551839976,False,0,1
295,0,3,-0.4099414808192953,-0.5512664366361745,2.1855792552411137,True,0,1
296,0,1,-0.10295013539626859,-0.06952960699602577,3.357621598945279,True,0,1
297,0,3,-0.44831539899717365,-0.5674644578537343,2.1076888046179385,True,0,1
298,0,1,-2.0983938806459426,2.939453304725332,5.027492411162679,False,3,0
299,1,1,-0.10295013539626859,-0.00199654283784664,3.449987545831587,True,0,1
300,1,1,1.5855022644303787,5.271492090603203,5.515526544247129,False,1,0
301,1,3,-0.10295013539626859,-0.5548092981626075,2.169053700369523,False,0,1
302,1,3,-0.10295013539626859,-0.17816764068859461,3.188416617383492,True,2,0
303,0,3,-0.7936806625980788,-0.743130126899614,0.0,True,0,1
304,1,2,-0.10295013539626859,-0.44303177400902943,2.5915163848462583,False,0,1
305,0,3,-0.10295013539626859,-0.5475194596308524,2.2027647577118348,True,0,1
306,1,1,-2.1812815439101594,2.939453304725332,5.027492411162679,True,3,0
307,1,1,-0.10295013539626859,1.9512743826609162,4.717456363787216,False,0,1
308,1,1,-0.9471763353095921,1.9030812601274834,4.699570861409576,False,1,0
309,0,2,0.0505455373152448,-0.1599430443592069,3.2188758248682006,True,1,0
310,1,1,0.0505455373152448,0.6402187922403587,4.0592215752427645,False,0,1
311,1,1,-0.4099414808192953,1.2775718050178833,4.432699549165613,False,0,1
312,1,1,-0.8704284989538355,5.632441155664523,5.5735788721243535,False,4,0
313,0,2,-0.25644580810778195,-0.11134412081417297,3.295836866004329,False,2,0
314,0,3,-0.10295013539626859,-0.5512664366361745,2.1855792552411137,True,0,1
315,0,2,1.0482674099400817,-0.10526925537104373,3.305053521109253,True,2,0
316,1,3,-0.25644580810778195,-0.5522772942459113,2.180891922715322,False,0,1
317,1,2,-0.4099414808192953,-0.11134412081417297,3.295836866004329,False,1,0
318,0,2,1.8924936098534053,-0.4029376620843765,2.70805020110221,True,0,1
319,1,1,0.1272933736710015,3.2630419473114087,5.11118445372147,False,2,0
320,1,1,0.8180239008728116,2.525147481503917,4.908971640319756,False,2,0
321,0,3,-0.5634371535308087,-0.566959029048866,2.1102132003465894,True,0,1
322,0,3,-0.17969797175202526,-0.5512664366361745,2.1855792552411137,True,0,1
323,1,2,0.0505455373152448,-0.44303177400902943,2.5915163848462583,False,0,1
324,1,2,-0.5634371535308087,-0.038445735496622085,3.4011973816621555,False,2,0
325,0,3,-0.10295013539626859,0.9468974393789407,4.256321678298823,True,10,0
326,1,1,0.5110325554497849,2.5526860615307108,4.91730069488021,False,0,1
327,0,3,2.429728464343702,-0.5915622340935394,1.9792758428991135,True,0,1
328,1,2,0.5110325554497849,-0.42723712385689344,2.639057329615259,False,0,1
329,1,3,0.1272933736710015,-0.24438367401870337,3.0692150503137943,False,2,0
330,1,1,-1.0239241716653489,0.6657332271015014,4.077184839375167,False,1,0
331,1,3,-0.10295013539626859,-0.17816764068859461,3.188416617383492,False,2,0
332,0,1,1.2401370008294734,-0.050595466382880566,3.3843902633457743,True,0,1
333,0,1,0.6645282281612983,2.9859260253652704,5.039951348430309,True,1,0
334,0,3,-1.0239241716653489,-0.30573981499430863,2.9444389791664403,True,2,0
335,1,1,-0.10295013539626859,2.504492938997278,4.902678819257608,False,1,0
336,0,3,-0.10295013539626859,-0.5512664366361745,2.1855792552411137,True,0,1
337,0,1,-0.02620229904051189,0.8752140271500155,4.213607983048918,True,1,0
338,1,1,0.8947717372285684,2.525147481503917,4.908971640319756,False,0,1
339,1,3,1.201763082651595,-0.5475194596308524,2.2027647577118348,True,0,1
340,0,1,1.201763082651595,0.11950076602473816,3.597312260588446,True,0,1
341,1,2,-2.0983938806459426,-0.11134412081417297,3.295836866004329,True,2,0
342,1,1,-0.4099414808192953,5.647628319272346,5.575949103146316,False,5,0
343,0,2,-0.10295013539626859,-0.42723712385689344,2.639057329615259,True,0,1
344,0,2,-0.33319364446353866,-0.42723712385689344,2.639057329615259,True,0,1
345,0,2,0.5110325554497849,-0.42723712385689344,2.639057329615259,True,0,1
346,1,2,-0.4099414808192953,-0.42723712385689344,2.639057329615259,False,0,1
347,1,2,0.8180239008728116,-0.42723712385689344,2.639057329615259,False,0,1
348,1,3,-0.10295013539626859,-0.3519087923620908,2.8390784635086144,False,1,0
349,1,3,-2.021646044290186,-0.3567686847165943,2.827313621929028,True,2,0
350,0,3,0.9715195735843251,-0.5326360392951858,2.2682524139135403,True,0,1
351,0,3,-0.48668931717505204,-0.5189675920481449,2.3248357019288655,True,0,1
352,0,1,-0.10295013539626859,0.10735103513847968,3.58351893845611,True,0,1
